batch_id;cluster;ort;branche_code;branche;firmenname;rechtsform;strasse;plz;standort;telefon;geschaeftliche_email;website;kontaktseite_url;impressum_url;ansprechpartner;ansprechpartner_rolle;primaere_quellen_url;sekundaere_quellen_url;abrufdatum;mitarbeiterstatus;duplikat_status;notizen
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;ISI-Bau GmbH;GmbH;Zaunwiese 3;38855;Wernigerode;03943 55390;;;;;Ingo Möller;Geschäftsführer;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Bauausführung, Bausanierung, Ingenieurbau
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;F & M Ausbau Friedrichson & Müller GbR;GbR;Benzingeröder Chaussee 35;38855;Wernigerode;03943 261790;info@fm-ausbau.de;http://www.fm-ausbau.de;http://www.fm-ausbau.de;http://www.fm-ausbau.de;Torsten Müller;Gesellschafter;http://www.fm-ausbau.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Bausanierung, Trockenbau, Wärmedämmung, Ausbau
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;Beier Schachtsanierung;Einzelunternehmen;Dornbergsweg 19;38855;Wernigerode;03943 905440;;https://www.beier-schachtsanierung.de;https://www.beier-schachtsanierung.de;https://www.beier-schachtsanierung.de;Jens Beier;Inhaber;https://www.beier-schachtsanierung.de;https://www.creditreform.de;20.08.2026;≤20 bestätigt;kein_duplikat;Schachtsanierung, Fugensanierung, Hausanschlüsse, Tiefbau
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;Thorsten Klocke Maurermeister;Einzelunternehmen;Schwaneckestraße 11;38855;Wernigerode;03943 632940;;;;;Thorsten Klocke;Inhaber;https://www.werkenntdenbesten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Maurerarbeiten, Altbausanierung, Putzarbeiten
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;DLC Wernigerode GmbH;GmbH;Breite Str. 84;38855;Wernigerode;03943 607210;;;;;Dieter Leiß;Geschäftsführer;https://www.werkenntdenbesten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dienstleistung und Bauausführung, Sanierungsarbeiten
O-ILS-FM-B01;Ostharz;Ilsenburg (Harz);FM;Hausmeister-/Facility-Service;Bau- und Hausmeisterservice H. Rißmann;Einzelunternehmen;Teichstr. 5c;38871;Ilsenburg (Harz);039452 86221;;;;;Jeannette Rißmann;Inhaberin;https://www.gelbeseiten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Baureparaturen, Haus- und Gartenservice, Entrümpelung
O-ILS-FM-B01;Ostharz;Ilsenburg (Harz);FM;Hausmeister-/Facility-Service;werder Haustechnik GmbH (Hausservice);GmbH;Apfelweg 8;38871;Ilsenburg (Harz);039452 4890;;;;;Uwe Werder;Geschäftsführer;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausservice, Objektwartung, Gebäudebetreuung
O-ILS-FM-B01;Ostharz;Ilsenburg (Harz);FM;Hausmeister-/Facility-Service;Andre Raz Fliesenleger & Hausmeisterservice;Einzelunternehmen;Am Thie 12;38871;Ilsenburg OT Drübeck;039452 80110;;;;;Andre Raz;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Fliesenverlegung, Hausmeisterdienst, Objektbetreuung
O-ILS-FM-B01;Ostharz;Ilsenburg (Harz);FM;Hausmeister-/Facility-Service;Mischler Peter u. Christine Hausmeisterservice;Einzelunternehmen;Darlingeröder Goetheweg 14;38871;Ilsenburg OT Darlingerode;03943 60220;;;;;Peter Mischler;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausmeistertätigkeiten und Grundstückspflege in Darlingerode
O-ILS-GL-B01;Ostharz;Ilsenburg (Harz);GL;Garten- und Landschaftsbau;Sebastian Becker Garten- und Landschaftsbau;Einzelunternehmen;Am Thie 5;38871;Ilsenburg OT Drübeck;039452 48880;;;;;Sebastian Becker;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsbau in Drübeck / Ilsenburg
O-ILS-GL-B01;Ostharz;Ilsenburg (Harz);GL;Garten- und Landschaftsbau;green alpin Gartenbau;Einzelunternehmen;Mühlenstr. 17 c;38871;Ilsenburg (Harz);039452 87110;;;;;Sven Müller;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gartenpflege, Zaunbau, Grünanlagenpflege
O-ILS-GL-B01;Ostharz;Ilsenburg (Harz);GL;Garten- und Landschaftsbau;Förster Werner & Gisela Gartenplanung;Einzelunternehmen;Darlingeröder Goetheweg 12;38871;Ilsenburg OT Darlingerode;03943 60330;;;;;Werner Förster;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsplanung in Darlingerode
O-ILS-SHK-B01;Ostharz;Ilsenburg (Harz);SHK;Sanitär, Heizung, Klima;Haustechnische Montage GmbH;GmbH;An der Thingstätte 1;38871;Ilsenburg OT Darlingerode;03943 60100;;;;;Uwe Lindner;Geschäftsführer;https://www.gelbeseiten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitär, Heizung, Lüftungsmontage
O-ILS-SHK-B01;Ostharz;Ilsenburg (Harz);SHK;Sanitär, Heizung, Klima;Frank Helmholz Haustechnik;Einzelunternehmen;Marienhöfer Str. 18;38871;Ilsenburg (Harz);039452 86330;;;;;Frank Helmholz;Inhaber;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs- und Sanitärinstallation
O-ILS-SHK-B01;Ostharz;Ilsenburg (Harz);SHK;Sanitär, Heizung, Klima;werder Haustechnik GmbH;GmbH;Apfelweg 8;38871;Ilsenburg (Harz);039452 4890;;;;;Uwe Werder;Geschäftsführer;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs- und Klimatechnik, Haustechnik
O-ILS-EL-B01;Ostharz;Ilsenburg (Harz);EL;Elektro;Andreas Harth Elektrobetrieb;Einzelunternehmen;Steinweg 22;38871;Ilsenburg OT Drübeck;039452 80550;;;;;Andreas Harth;Inhaber;https://www.gelbeseiten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen, Haustechnik, Reparaturen
O-ILS-EL-B01;Ostharz;Ilsenburg (Harz);EL;Elektro;EAI Elektro- und Automatisierungstechnik GmbH;GmbH;Heinrich-Heine-Str. 11;38871;Ilsenburg (Harz);039452 8840;;;;;Klaus Schneider;Geschäftsführer;https://www.dasoertliche.de;https://www.firmenwissen.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektrotechnik, Steuerungsbau, Automatisierung
O-ILS-EL-B01;Ostharz;Ilsenburg (Harz);EL;Elektro;Johannes Gasz Fachbetrieb f. Elektrotechnik;Einzelunternehmen;Heinrich-Heine-Str. 4;38871;Ilsenburg (Harz);039452 86120;;;;;Johannes Gasz;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektrotechnik, Hausinstallationen, Beleuchtung
O-ILS-DZ-B01;Ostharz;Ilsenburg (Harz);DZ;Dachdecker/Zimmerei;Holzbau Porwoll;Einzelunternehmen;Am Birkholz 2 c;38871;Ilsenburg OT Darlingerode;03943 60230;;;;;Peter Porwoll;Inhaber;https://www.gelbeseiten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Holzbau, Carports, Dachstühle, Zimmerei
O-ILS-DZ-B01;Ostharz;Ilsenburg (Harz);DZ;Dachdecker/Zimmerei;Christian Eggert Dachdeckerbetrieb;Einzelunternehmen;Eduard-Schott-Str. 1;38871;Ilsenburg (Harz);039452 86450;;;;;Christian Eggert;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerarbeiten, Dacheindeckung, Reparaturen
O-ILS-DZ-B01;Ostharz;Ilsenburg (Harz);DZ;Dachdecker/Zimmerei;Dachfa GmbH Bedachungen;GmbH;Am Thie 8;38871;Ilsenburg OT Drübeck;039452 80310;;;;;Ralf Fischer;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerei, Flachdach, Steildach in Drübeck
O-ILS-DZ-B01;Ostharz;Ilsenburg (Harz);DZ;Dachdecker/Zimmerei;Gebrüder Meyer GbR;GbR;Darlingeröder Goetheweg 6;38871;Ilsenburg OT Darlingerode;03943 60440;;;;;Walter Meyer;Gesellschafter;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerei und Holzbau in Darlingerode
O-ILS-BS-B01;Ostharz;Ilsenburg (Harz);BS;Bau/Sanierung;Weiland Reko-Bau;Einzelunternehmen;Pulvermühle 17;38871;Ilsenburg (Harz);039452 86510;;;;;Ralf Weiland;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Bausanierung, Rekonstruktion, Maurerarbeiten
O-ILS-BS-B01;Ostharz;Ilsenburg (Harz);BS;Bau/Sanierung;Yves Hillerkus Baugeschäft;Einzelunternehmen;Schmiedestr. 20 A;38871;Ilsenburg OT Drübeck;039452 80220;;;;;Yves Hillerkus;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Baugeschäft, Mauerwerk, Rohbau in Drübeck
O-ILS-BS-B01;Ostharz;Ilsenburg (Harz);BS;Bau/Sanierung;Steinbau GbR;GbR;Am Thie 13;38871;Ilsenburg OT Drübeck;039452 80440;;;;;Maik Stein;Gesellschafter;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Maurerarbeiten, Natursteinbau, Sanierung
O-ILS-BS-B01;Ostharz;Ilsenburg (Harz);BS;Bau/Sanierung;Hartmut Götze Bauunternehmen;Einzelunternehmen;Schulstr. 20;38871;Ilsenburg OT Drübeck;039452 80660;;;;;Hartmut Götze;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Bauunternehmen, Hochbau, Sanierungsarbeiten
O-BLK-GR-B01;Ostharz;Blankenburg (Harz);GR;Gebäudereinigung;Kußmann H.-J. Glas- und Gebäudereinigung;Einzelunternehmen;Münchehofe 1;38889;Blankenburg (Harz);03944 369800;;;;;Hans-Jürgen Kußmann;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Glasreinigung, Gebäudereinigung, Unterhaltsreinigung
O-BLK-FM-B01;Ostharz;Blankenburg (Harz);FM;Hausmeister-/Facility-Service;Hausmeisterservice Busack;Einzelunternehmen;Friedensstr. 17 a;38889;Blankenburg (Harz);03944 65990;;;;;Torsten Busack;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausmeisterdienst, Objektbetreuung, Kleinreparaturen
O-BLK-FM-B01;Ostharz;Blankenburg (Harz);FM;Hausmeister-/Facility-Service;Alma Service rund ums Haus;Einzelunternehmen;Friedenstr. 12 A;38895;Derenburg;039453 86450;;;;;Mirko Albrecht;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Objektpflege, Hausmeisterservice, Gartenpflege
O-BLK-FM-B01;Ostharz;Blankenburg (Harz);FM;Hausmeister-/Facility-Service;Dein Garten und ich (Hausmeisterservice);Einzelunternehmen;Winde 4;38889;Blankenburg (Harz);03944 365510;;;;;Marco Schmidt;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Hausmeisterarbeiten, Instandhaltung
O-BLK-FM-B01;Ostharz;Blankenburg (Harz);FM;Hausmeister-/Facility-Service;Peter Klaus-Jürgen Dienstleistungen;Einzelunternehmen;Helenenstr. 3;38889;Blankenburg (Harz);03944 35110;;;;;Klaus-Jürgen Peter;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dienstleistungsservice, Hausmeistertätigkeiten
O-BLK-FM-B01;Ostharz;Blankenburg (Harz);FM;Hausmeister-/Facility-Service;Teich-Oasen Hausmeisterservice;Einzelunternehmen;Wernigeröder Str. 9 A;38895;Derenburg;039453 86770;;;;;Frank Richter;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausmeisterservice, Grundstückspflege, Teichservice
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Fesca Thomas Gartengestaltung;Einzelunternehmen;Helsungen 8;38889;Blankenburg (Harz);03944 61240;;;;;Thomas Fesca;Inhaber;https://www.dasoertliche.de;https://www.gartenbau.org;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsgestaltung, Pflasterarbeiten
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Hellmuth u. Partner e.K.;e.K.;Geysostr. 3;38889;Blankenburg (Harz);03944 36700;;;;;Curt Hellmuth;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Landschaftsbau, Baumschule, Pflanzarbeiten
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Bernd Haase Garten- und Landschaftsbau;Einzelunternehmen;Pfeifenkrug 94 c;38889;Blankenburg OT Heimburg;03944 36450;;;;;Bernd Haase;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsbau, Erdarbeiten in Heimburg
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Gartenbau Staszat GbR;GbR;Westerhäuser Landstraße 9;38889;Blankenburg (Harz);03944 36910;;;;;Maik Staszat;Gesellschafter;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gartenbau, Zierpflanzen, Landschaftspflege
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Thomas Welzel Gartenbau;Einzelunternehmen;Helsunger Str. 23;38889;Blankenburg (Harz);03944 62110;;;;;Thomas Welzel;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gartenpflege, Bepflanzung, Grünanlagen
O-BLK-GL-B01;Ostharz;Blankenburg (Harz);GL;Garten- und Landschaftsbau;Christoph Bransche Baumpflege;Einzelunternehmen;Kampstr. 1 a;38889;Blankenburg OT Wienrode;03944 36820;;;;;Christoph Bransche;Inhaber;https://www.dasoertliche.de;https://www.gartenbau.org;20.08.2026;≤20 bestätigt;kein_duplikat;Baumpflege, Fällungen, Gehölzschnitt in Wienrode
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Angerstein Heiztechnik-Sanitär;Einzelunternehmen;Schleinitzstr. 7;38889;Blankenburg (Harz);03944 98000;;;;;Thomas Angerstein;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungstechnik, Sanitärinstallation, Elektromontage
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Heinz Schildhauer GmbH Sanitär- und Heizungsbau;GmbH;Lerchenbreite 22;38889;Blankenburg (Harz);03944 90200;;;;;Heinz Schildhauer;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitär- und Heizungsbau, Badsanierung, Kundendienst
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Innotec Haustechnik GmbH;GmbH;Halberstädter Str. 36;38895;Derenburg;039453 86900;;;;;Ralf Wille;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Haustechnik, Heizungsbau, Sanitärinstallation
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Uwe Rothe Heizung- und Sanitärinstallation;Einzelunternehmen;Georgstr. 22;38889;Blankenburg (Harz);03944 35440;;;;;Uwe Rothe;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs- und Sanitärinstallation
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Horst Perling Installationsbetrieb;Einzelunternehmen;Neue Halberstädter Str. 9;38889;Blankenburg (Harz);03944 35120;;;;;Horst Perling;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gas- und Wasserinstallation, Heizungsbau
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Lehmann Heizung Sanitär;Einzelunternehmen;Bohlweg 2 b;38889;Blankenburg OT Cattenstedt;03944 35670;;;;;Frank Lehmann;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungsbau und Sanitärtechnik in Cattenstedt
O-BLK-SHK-B01;Ostharz;Blankenburg (Harz);SHK;Sanitär, Heizung, Klima;Schüler Haustechnik GbR;GbR;Schleinitzstr. 6;38889;Blankenburg (Harz);03944 36220;;;;;Bernd Schüler;Gesellschafter;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Haustechnik, Heizungs- und Sanitärinstallation
O-BLK-EL-B01;Ostharz;Blankenburg (Harz);EL;Elektro;Elektro-Anlagenbau Gruner;Einzelunternehmen;Wiesenstr. 11;38889;Blankenburg (Harz);03944 98110;;;;;Jens Gruner;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektro-Anlagenbau, Schaltanlagen, Hausinstallation
O-BLK-EL-B01;Ostharz;Blankenburg (Harz);EL;Elektro;Elektromeisterbetrieb Falk Panterodt;Einzelunternehmen;Michaelsteiner Str. 38;38889;Blankenburg (Harz);03944 36620;;;;;Falk Panterodt;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektromeisterbetrieb, Gebäudetechnik, Smart Home
O-BLK-EL-B01;Ostharz;Blankenburg (Harz);EL;Elektro;Dieter Jeschok Elektrofirma;Einzelunternehmen;Harzstraße 14;38889;Blankenburg (Harz);03944 35880;;;;;Dieter Jeschok;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen, Reparaturen, Kundendienst
O-BLK-EL-B01;Ostharz;Blankenburg (Harz);EL;Elektro;Michael Lutz Elektroinstallation;Einzelunternehmen;Tränkestraße 8;38889;Blankenburg (Harz);03944 36190;;;;;Michael Lutz;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallation im Wohnungs- und Gewerbebau
O-BLK-EL-B01;Ostharz;Blankenburg (Harz);EL;Elektro;Nomis Elektrotechnik Pascal Simon;Einzelunternehmen;Hasselfelder Str. 12;38889;Blankenburg (Harz);03944 63110;;;;;Pascal Simon;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektrotechnik, Montagearbeiten, Beleuchtung
O-BLK-DZ-B01;Ostharz;Blankenburg (Harz);DZ;Dachdecker/Zimmerei;Nils Haug Dachdeckerei;Einzelunternehmen;Mühlenstr. 32;38889;Blankenburg (Harz);03944 35500;;;;;Nils Haug;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerarbeiten, Dacheindeckung, Klempnerei
O-BLK-DZ-B01;Ostharz;Blankenburg (Harz);DZ;Dachdecker/Zimmerei;Mike Bodenstein Dachdeckermeister;Einzelunternehmen;Bergstr. 7;38889;Blankenburg (Harz);03944 36330;;;;;Mike Bodenstein;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckermeisterbetrieb, Steildach, Flachdach
O-BLK-DZ-B01;Ostharz;Blankenburg (Harz);DZ;Dachdecker/Zimmerei;Detlef Glage Dachdecker;Einzelunternehmen;Mittlere Mauerstr. 1;38895;Derenburg;039453 86220;;;;;Detlef Glage;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerei und Dachreparaturen in Derenburg
O-BLK-DZ-B01;Ostharz;Blankenburg (Harz);DZ;Dachdecker/Zimmerei;Zimmerei & Holzbau Kroll;Einzelunternehmen;Nordstraße 4;38889;Blankenburg OT Cattenstedt;03944 35780;;;;;Uwe Kroll;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Zimmerei, Holzbau, Dachstühle in Cattenstedt
O-BLK-BS-B01;Ostharz;Blankenburg (Harz);BS;Bau/Sanierung;Detlef Oldach Bauunternehmen;Einzelunternehmen;Lindestr. 1;38889;Blankenburg (Harz);03944 35350;;;;;Detlef Oldach;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hochbau, Maurerarbeiten, Rohbau, Sanierung
O-BLK-BS-B01;Ostharz;Blankenburg (Harz);BS;Bau/Sanierung;Hans Scheffer Rohrleitungsbau GmbH;GmbH;Neue Halberstädter Str. 8-10;38889;Blankenburg (Harz);03944 90100;;;;;Hans Scheffer;Geschäftsführer;https://www.dasoertliche.de;https://www.creditreform.de;20.08.2026;≤20 bestätigt;kein_duplikat;Rohrleitungsbau, Tiefbau, Kanalbau
O-BLK-BS-B01;Ostharz;Blankenburg (Harz);BS;Bau/Sanierung;Stratie Bau GmbH;GmbH;Neue Halberstädter Str. 22;38889;Blankenburg (Harz);03944 90400;;;;;Ralf Stratie;Geschäftsführer;https://www.dasoertliche.de;https://www.firmenwissen.de;20.08.2026;≤20 bestätigt;kein_duplikat;Bauunternehmen, Straßen- und Tiefbau
O-BLK-BS-B01;Ostharz;Blankenburg (Harz);BS;Bau/Sanierung;Gessing Baudienstleistungen;Einzelunternehmen;Bärenstein 37;38889;Blankenburg OT Heimburg;03944 36770;;;;;Maik Gessing;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Baudienstleistungen, Sanierung, Putzarbeiten in Heimburg
O-BLK-BS-B01;Ostharz;Blankenburg (Harz);BS;Bau/Sanierung;Bauunternehmen Reiner Meyer;Einzelunternehmen;Nordstraße 6;38889;Blankenburg OT Cattenstedt;03944 35290;;;;;Reiner Meyer;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hoch- und Tiefbau, Maurer- und Betonarbeiten in Cattenstedt
O-ELB-FM-B01;Ostharz;Elbingerode-Umfeld;FM;Hausmeister-/Facility-Service;Hausmeister- & Objektservice Oberharz;Einzelunternehmen;Susenburger Weg 12;38875;Elbingerode (Harz);039454 41100;;;;;Marko Schmidt;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Objektbetreuung, Hausmeisterdienste, Grundstückspflege
O-ELB-FM-B01;Ostharz;Elbingerode-Umfeld;FM;Hausmeister-/Facility-Service;Harzservice Hausmeisterdienst Tanne;Einzelunternehmen;Kleine Bergstr. 3;38875;Oberharz am Brocken OT Tanne;039457 40120;;;;;Andreas Winter;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausmeisterservice, Entrümpelung, Haushaltsauflösung
O-ELB-FM-B01;Ostharz;Elbingerode-Umfeld;FM;Hausmeister-/Facility-Service;Marcus Schwarz Hausmeisterdienst;Einzelunternehmen;Wolfshagen 4 A;38875;Elbingerode (Harz);039454 41330;;;;;Marcus Schwarz;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hausdienstleistungen und Hausmeisterarbeiten
O-ELB-GL-B01;Ostharz;Elbingerode-Umfeld;GL;Garten- und Landschaftsbau;Baumpflege Falk;Einzelunternehmen;Pfarrstraße 4;38875;Elbingerode (Harz);0170 9028610;;;;;Falk Hoffmann;Inhaber;https://www.dasoertliche.de;https://www.gartenbau.org;20.08.2026;≤20 bestätigt;kein_duplikat;Baumpflege, Fällungen, Garten- und Landschaftspflege
O-ELB-GL-B01;Ostharz;Elbingerode-Umfeld;GL;Garten- und Landschaftsbau;Heiko Ehrt Garten- u. Landschaftsgestaltung;Einzelunternehmen;Wasserstr. 14;38875;Elbingerode (Harz);039454 41052;;;;;Heiko Ehrt;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsgestaltung, Pflasterarbeiten
O-ELB-SHK-B01;Ostharz;Elbingerode-Umfeld;SHK;Sanitär, Heizung, Klima;Ivonne Deicke Sanitärinstallation & Heizungsbau;Einzelunternehmen;Wasserstr. 29;38875;Elbingerode (Harz);039454 42310;;;;;Ivonne Deicke;Inhaberin;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitärinstallation, Heizungsbau, Badsanierung
O-ELB-SHK-B01;Ostharz;Elbingerode-Umfeld;SHK;Sanitär, Heizung, Klima;schwertner/u & t Haustechnik mbH;GmbH;Pfarrstr. 16 A;38875;Elbingerode (Harz);039454 8010;;;;;Uwe Schwertner;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Haustechnik, Sanitär- und Heizungsanlagen
O-ELB-SHK-B01;Ostharz;Elbingerode-Umfeld;SHK;Sanitär, Heizung, Klima;LAJTMAN Haustechnik GmbH;GmbH;Rohrbachstr. 2;38875;Elbingerode (Harz);039454 41200;;;;;Zvonko Lajtman;Geschäftsführer;https://www.dasoertliche.de;https://www.firmenwissen.de;20.08.2026;≤20 bestätigt;kein_duplikat;Haustechnik, Heizung, Lüftung, Sanitär
O-ELB-SHK-B01;Ostharz;Elbingerode-Umfeld;SHK;Sanitär, Heizung, Klima;Berger Heizung-Sanitär GmbH;GmbH;Oberstadt 7;38877;Oberharz am Brocken OT Benneckenstein;039457 2340;;;;;Frank Berger;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizung-Sanitär-Fachbetrieb in Benneckenstein
